513281.0000000	7705794.5000000	860.0000000	2133.5652000	2343.6380000	814.6978000	845.6700000	2089.1235000	2146.3040000
513281.0000000	7705794.5000000	860.5000000	2107.2244000	2343.7796000	769.6520000	845.9872000	2090.1279000	2146.2972000
513281.0000000	7705794.5000000	861.0000000	2132.6406000	2343.9213000	787.5543000	846.3045000	2177.6985000	2146.2904000
513281.0000000	7705794.5000000	861.5000000	2201.8169000	2344.0630000	853.2583000	846.6218000	2213.2871000	2146.2836000
513281.0000000	7705794.5000000	862.0000000	2211.9607000	2344.2046000	836.5792000	846.9390000	2197.5486000	2146.2768000
513281.0000000	7705794.5000000	862.5000000	2178.3508000	2344.3462000	854.3966000	847.2562000	2221.9211000	2146.2700000
513281.0000000	7705794.5000000	863.0000000	2198.2573000	2344.4879000	852.1089000	847.5735000	2178.0264000	2146.2632000
513281.0000000	7705794.5000000	863.5000000	2175.9895000	2344.6296000	844.0815000	847.8908000	2158.0493000	2146.2564000
513281.0000000	7705794.5000000	864.0000000	2162.3589000	2344.7712000	815.6753000	848.2080000	2175.1584000	2146.2496000
513281.0000000	7705794.5000000	864.5000000	2161.6624000	2344.9128000	809.9452000	848.5252000	2185.8862000	2146.2428000
513281.0000000	7705794.5000000	865.0000000	2232.3950000	2345.0545000	878.7999000	848.8425000	2145.3276000	2146.2360000
513281.0000000	7705794.5000000	865.5000000	2171.0762000	2345.1962000	810.8143000	849.1598000	2146.9302000	2146.2292000
513281.0000000	7705794.5000000	866.0000000	2145.6550000	2345.3378000	795.7065000	849.4770000	2173.9802000	2146.2224000
513281.0000000	7705794.5000000	866.5000000	2186.0688000	2345.4794000	823.9950000	849.7942000	2133.5315000	2146.2156000
513281.0000000	7705794.5000000	867.0000000	2161.8296000	2345.6211000	829.3297000	850.1115000	2150.5884000	2146.2088000
513281.0000000	7705794.5000000	867.5000000	2168.2463000	2345.7628000	862.5230000	850.4288000	2058.6030000	2146.2020000
513281.0000000	7705794.5000000	868.0000000	2220.6172000	2345.9044000	1018.8753000	850.7460000	2226.2666000	2146.1952000
513281.0000000	7705794.5000000	868.5000000	2292.4424000	2346.0460000	968.3604000	851.0632000	2138.4700000	2146.1884000
513281.0000000	7705794.5000000	869.0000000	2234.2200000	2346.1877000	779.1519000	851.3805000	2156.8030000	2146.1816000
513281.0000000	7705794.5000000	869.5000000	2276.9578000	2346.3294000	805.0461000	851.6978000	2183.7634000	2146.1748000
513281.0000000	7705794.5000000	870.0000000	2310.5039000	2346.4710000	825.0103000	852.0150000	2184.9180000	2146.1680000
513281.0000000	7705794.5000000	870.5000000	2312.0901000	2346.6126000	950.5232000	852.3322000	2145.4902000	2146.1612000
513281.0000000	7705794.5000000	871.0000000	2206.1055000	2346.7543000	885.4138000	852.6495000	2102.2092000	2146.1544000
513281.0000000	7705794.5000000	871.5000000	2187.5774000	2346.8960000	814.8231000	852.9668000	2124.0825000	2146.1476000
513281.0000000	7705794.5000000	872.0000000	2306.5530000	2347.0376000	885.9522000	853.2840000	2194.6875000	2146.1408000
513281.0000000	7705794.5000000	872.5000000	2341.9014000	2347.1792000	918.0577000	853.6012000	2143.5305000	2146.1340000
513281.0000000	7705794.5000000	873.0000000	2258.8496000	2347.3209000	878.6771000	853.9185000	2054.0706000	2146.1272000
513281.0000000	7705794.5000000	873.5000000	2221.6152000	2347.4626000	788.1875000	854.2358000	2118.0002000	2146.1204000
513281.0000000	7705794.5000000	874.0000000	2193.0674000	2347.6042000	804.0222000	854.5530000	2100.0774000	2146.1136000
513281.0000000	7705794.5000000	874.5000000	2224.7463000	2347.7458000	815.7668000	854.8702000	2071.5190000	2146.1068000
513281.0000000	7705794.5000000	875.0000000	2262.0857000	2347.8875000	863.7994000	855.1875000	2176.9604000	2146.1000000
513281.0000000	7705794.5000000	875.5000000	2427.2817000	2348.0292000	941.8228000	855.5048000	2296.6306000	2146.0932000
513281.0000000	7705794.5000000	876.0000000	2521.1748000	2348.1708000	953.7054000	855.8220000	2171.0281000	2146.0864000
513281.0000000	7705794.5000000	876.5000000	2498.1191000	2348.3124000	889.6586000	856.1392000	2141.5430000	2146.0796000
513281.0000000	7705794.5000000	877.0000000	2500.8318000	2348.4541000	827.5481000	856.4565000	2222.5757000	2146.0728000
513281.0000000	7705794.5000000	877.5000000	2346.4128000	2348.5958000	858.6537000	856.7738000	2238.5259000	2146.0660000
513281.0000000	7705794.5000000	878.0000000	2303.9919000	2348.7374000	882.1111000	857.0910000	2224.6326000	2146.0592000
513281.0000000	7705794.5000000	878.5000000	2291.2954000	2348.8790000	868.9876000	857.4082000	2195.3867000	2146.0524000
513281.0000000	7705794.5000000	879.0000000	2219.9968000	2349.0207000	874.4840000	857.7255000	2227.5908000	2146.0456000
513281.0000000	7705794.5000000	879.5000000	2207.9834000	2349.1624000	870.9139000	858.0428000	2208.2021000	2146.0388000
513281.0000000	7705794.5000000	880.0000000	2173.7290000	2349.3040000	803.1747000	858.3600000	2104.1143000	2146.0320000
513281.0000000	7705794.5000000	880.5000000	2171.0879000	2349.4456000	797.7446000	858.6772000	2139.3984000	2146.0252000
513281.0000000	7705794.5000000	881.0000000	2294.7200000	2349.5873000	880.5901000	858.9945000	2249.9534000	2146.0184000
513281.0000000	7705794.5000000	881.5000000	2444.3010000	2349.7290000	931.3591000	859.3118000	2255.2935000	2146.0116000
513281.0000000	7705794.5000000	882.0000000	2398.9019000	2349.8706000	891.4070000	859.6290000	2231.5535000	2146.0048000
513281.0000000	7705794.5000000	882.5000000	2279.6006000	2350.0122000	834.5008000	859.9462000	2217.8052000	2145.9980000
513281.0000000	7705794.5000000	883.0000000	2304.6670000	2350.1539000	889.1057000	860.2635000	2163.1145000	2145.9912000
513281.0000000	7705794.5000000	883.5000000	2316.6577000	2350.2956000	906.8406000	860.5808000	2175.3503000	2145.9844000
513281.0000000	7705794.5000000	884.0000000	2305.9875000	2350.4372000	851.0783000	860.8980000	2117.5054000	2145.9776000
513281.0000000	7705794.5000000	884.5000000	2254.4077000	2350.5788000	804.2682000	861.2152000	2201.8909000	2145.9708000
513281.0000000	7705794.5000000	885.0000000	2175.7415000	2350.7205000	870.9223000	861.5325000	2233.1685000	2145.9640000
513281.0000000	7705794.5000000	885.5000000	2243.1936000	2350.8622000	823.3080000	861.8498000	2116.7517000	2145.9572000
513281.0000000	7705794.5000000	886.0000000	2253.7029000	2351.0038000	791.7196000	862.1670000	2151.8245000	2145.9504000
513281.0000000	7705794.5000000	886.5000000	2279.7791000	2351.1454000	1143.7896000	862.4842000	2121.6506000	2145.9436000
513281.0000000	7705794.5000000	887.0000000	2245.9204000	2351.2871000	932.7281000	862.8015000	2140.3430000	2145.9368000
513281.0000000	7705794.5000000	887.5000000	2240.7356000	2351.4288000	799.8032000	863.1188000	2124.9802000	2145.9300000
513281.0000000	7705794.5000000	888.0000000	2324.4275000	2351.5704000	843.5527000	863.4360000	2161.3157000	2145.9232000
